      action  day  guard_id  hour  minute  month                                       original  year                time
550        1   28    2879.0     0      20      4                  [1518-04-28 00:20] wakes up\n  2018 2018-04-28 00:20:00
795        0   28    2879.0     0      23      4              [1518-04-28 00:23] falls asleep\n  2018 2018-04-28 00:23:00
785        1   28    2879.0     0      26      4                  [1518-04-28 00:26] wakes up\n  2018 2018-04-28 00:26:00
14         1   21    2879.0    23      58      5  [1518-05-21 23:58] Guard #2879 begins shift\n  2018 2018-05-21 23:58:00
564        0   22    2879.0     0       9      5              [1518-05-22 00:09] falls asleep\n  2018 2018-05-22 00:09:00
376        1   22    2879.0     0      27      5                  [1518-05-22 00:27] wakes up\n  2018 2018-05-22 00:27:00
748        1    7    2879.0     0       3      6  [1518-06-07 00:03] Guard #2879 begins shift\n  2018 2018-06-07 00:03:00
469        0    7    2879.0     0       9      6              [1518-06-07 00:09] falls asleep\n  2018 2018-06-07 00:09:00
74         1    7    2879.0     0      38      6                  [1518-06-07 00:38] wakes up\n  2018 2018-06-07 00:38:00
983        0    7    2879.0     0      44      6              [1518-06-07 00:44] falls asleep\n  2018 2018-06-07 00:44:00
932        1    7    2879.0     0      50      6                  [1518-06-07 00:50] wakes up\n  2018 2018-06-07 00:50:00
358        1   12    2879.0     0       2      7  [1518-07-12 00:02] Guard #2879 begins shift\n  2018 2018-07-12 00:02:00
625        0   12    2879.0     0       6      7              [1518-07-12 00:06] falls asleep\n  2018 2018-07-12 00:06:00
87         1   12    2879.0     0      39      7                  [1518-07-12 00:39] wakes up\n  2018 2018-07-12 00:39:00
947        0   12    2879.0     0      46      7              [1518-07-12 00:46] falls asleep\n  2018 2018-07-12 00:46:00
917        1   12    2879.0     0      50      7                  [1518-07-12 00:50] wakes up\n  2018 2018-07-12 00:50:00
1012       1    2    2879.0    23      52      8  [1518-08-02 23:52] Guard #2879 begins shift\n  2018 2018-08-02 23:52:00
914        0    3    2879.0     0       2      8              [1518-08-03 00:02] falls asleep\n  2018 2018-08-03 00:02:00
693        1    3    2879.0     0      39      8                  [1518-08-03 00:39] wakes up\n  2018 2018-08-03 00:39:00
676        1   26    2879.0    23      57      8  [1518-08-26 23:57] Guard #2879 begins shift\n  2018 2018-08-26 23:57:00
608        0   27    2879.0     0      41      8              [1518-08-27 00:41] falls asleep\n  2018 2018-08-27 00:41:00
192        1   27    2879.0     0      54      8                  [1518-08-27 00:54] wakes up\n  2018 2018-08-27 00:54:00
82         1   28    2879.0    23      59      8  [1518-08-28 23:59] Guard #2879 begins shift\n  2018 2018-08-28 23:59:00
339        0   29    2879.0     0      40      8              [1518-08-29 00:40] falls asleep\n  2018 2018-08-29 00:40:00
156        1   29    2879.0     0      56      8                  [1518-08-29 00:56] wakes up\n  2018 2018-08-29 00:56:00
1074       1   30    2879.0    23      50      9  [1518-09-30 23:50] Guard #2879 begins shift\n  2018 2018-09-30 23:50:00
620        0    1    2879.0     0       1     10              [1518-10-01 00:01] falls asleep\n  2018 2018-10-01 00:01:00
171        1    1    2879.0     0      50     10                  [1518-10-01 00:50] wakes up\n  2018 2018-10-01 00:50:00
754        1    7    2879.0     0       0     10  [1518-10-07 00:00] Guard #2879 begins shift\n  2018 2018-10-07 00:00:00
834        0    7    2879.0     0       9     10              [1518-10-07 00:09] falls asleep\n  2018 2018-10-07 00:09:00
682        1    7    2879.0     0      29     10                  [1518-10-07 00:29] wakes up\n  2018 2018-10-07 00:29:00
474        0    7    2879.0     0      34     10              [1518-10-07 00:34] falls asleep\n  2018 2018-10-07 00:34:00
1026       1    7    2879.0     0      37     10                  [1518-10-07 00:37] wakes up\n  2018 2018-10-07 00:37:00
471        1   15    2879.0     0       0     10  [1518-10-15 00:00] Guard #2879 begins shift\n  2018 2018-10-15 00:00:00
818        0   15    2879.0     0      15     10              [1518-10-15 00:15] falls asleep\n  2018 2018-10-15 00:15:00
922        1   15    2879.0     0      27     10                  [1518-10-15 00:27] wakes up\n  2018 2018-10-15 00:27:00
991        0   15    2879.0     0      56     10              [1518-10-15 00:56] falls asleep\n  2018 2018-10-15 00:56:00
318        1   15    2879.0     0      57     10                  [1518-10-15 00:57] wakes up\n  2018 2018-10-15 00:57:00
973        1   15    2879.0     0       4     11  [1518-11-15 00:04] Guard #2879 begins shift\n  2018 2018-11-15 00:04:00
346        0   15    2879.0     0      30     11              [1518-11-15 00:30] falls asleep\n  2018 2018-11-15 00:30:00
436        1   15    2879.0     0      33     11                  [1518-11-15 00:33] wakes up\n  2018 2018-11-15 00:33:00
149        0   15    2879.0     0      38     11              [1518-11-15 00:38] falls asleep\n  2018 2018-11-15 00:38:00
692        1   15    2879.0     0      40     11                  [1518-11-15 00:40] wakes up\n  2018 2018-11-15 00:40:00
887        1   24    2957.0     0       3      5  [1518-05-24 00:03] Guard #2957 begins shift\n  2018 2018-05-24 00:03:00
240        1   26    2957.0     0       0      5  [1518-05-26 00:00] Guard #2957 begins shift\n  2018 2018-05-26 00:00:00
803        1   31    2957.0     0       1      5  [1518-05-31 00:01] Guard #2957 begins shift\n  2018 2018-05-31 00:01:00
839        1    7    2957.0     0       2      8  [1518-08-07 00:02] Guard #2957 begins shift\n  2018 2018-08-07 00:02:00
520        1   29    2957.0    23      57     10  [1518-10-29 23:57] Guard #2957 begins shift\n  2018 2018-10-29 23:57:00
98         1   22    2971.0    23      49      2  [1518-02-22 23:49] Guard #2971 begins shift\n  2018 2018-02-22 23:49:00
717        0   23    2971.0     0       2      2              [1518-02-23 00:02] falls asleep\n  2018 2018-02-23 00:02:00
930        1   23    2971.0     0      19      2                  [1518-02-23 00:19] wakes up\n  2018 2018-02-23 00:19:00
846        0   23    2971.0     0      25      2              [1518-02-23 00:25] falls asleep\n  2018 2018-02-23 00:25:00
147        1   23    2971.0     0      28      2                  [1518-02-23 00:28] wakes up\n  2018 2018-02-23 00:28:00
49         0   23    2971.0     0      35      2              [1518-02-23 00:35] falls asleep\n  2018 2018-02-23 00:35:00
92         1   23    2971.0     0      41      2                  [1518-02-23 00:41] wakes up\n  2018 2018-02-23 00:41:00
814        1    5    2971.0    23      52      3  [1518-03-05 23:52] Guard #2971 begins shift\n  2018 2018-03-05 23:52:00
588        0    6    2971.0     0       0      3              [1518-03-06 00:00] falls asleep\n  2018 2018-03-06 00:00:00
138        1    6    2971.0     0      16      3                  [1518-03-06 00:16] wakes up\n  2018 2018-03-06 00:16:00
460        0    6    2971.0     0      20      3              [1518-03-06 00:20] falls asleep\n  2018 2018-03-06 00:20:00
206        1    6    2971.0     0      25      3                  [1518-03-06 00:25] wakes up\n  2018 2018-03-06 00:25:00
670        0    6    2971.0     0      28      3              [1518-03-06 00:28] falls asleep\n  2018 2018-03-06 00:28:00
411        1    6    2971.0     0      29      3                  [1518-03-06 00:29] wakes up\n  2018 2018-03-06 00:29:00
125        1   23    2971.0     0       3      3  [1518-03-23 00:03] Guard #2971 begins shift\n  2018 2018-03-23 00:03:00
10         0   23    2971.0     0      23      3              [1518-03-23 00:23] falls asleep\n  2018 2018-03-23 00:23:00
908        1   23    2971.0     0      51      3                  [1518-03-23 00:51] wakes up\n  2018 2018-03-23 00:51:00
446        1   26    2971.0    23      56      3  [1518-03-26 23:56] Guard #2971 begins shift\n  2018 2018-03-26 23:56:00
1044       0   27    2971.0     0      36      3              [1518-03-27 00:36] falls asleep\n  2018 2018-03-27 00:36:00
689        1   27    2971.0     0      41      3                  [1518-03-27 00:41] wakes up\n  2018 2018-03-27 00:41:00
66         0   27    2971.0     0      51      3              [1518-03-27 00:51] falls asleep\n  2018 2018-03-27 00:51:00
295        1   27    2971.0     0      53      3                  [1518-03-27 00:53] wakes up\n  2018 2018-03-27 00:53:00
811        1    2    2971.0     0       0      4  [1518-04-02 00:00] Guard #2971 begins shift\n  2018 2018-04-02 00:00:00
1016       0    2    2971.0     0      21      4              [1518-04-02 00:21] falls asleep\n  2018 2018-04-02 00:21:00
860        1    2    2971.0     0      53      4                  [1518-04-02 00:53] wakes up\n  2018 2018-04-02 00:53:00
592        1   21    2971.0    23      56      4  [1518-04-21 23:56] Guard #2971 begins shift\n  2018 2018-04-21 23:56:00
808        0   22    2971.0     0       8      4              [1518-04-22 00:08] falls asleep\n  2018 2018-04-22 00:08:00
513        1   22    2971.0     0      29      4                  [1518-04-22 00:29] wakes up\n  2018 2018-04-22 00:29:00
699        0   22    2971.0     0      52      4              [1518-04-22 00:52] falls asleep\n  2018 2018-04-22 00:52:00
783        1   22    2971.0     0      54      4                  [1518-04-22 00:54] wakes up\n  2018 2018-04-22 00:54:00
650        1   14    2971.0     0       4      6  [1518-06-14 00:04] Guard #2971 begins shift\n  2018 2018-06-14 00:04:00
719        0   14    2971.0     0      11      6              [1518-06-14 00:11] falls asleep\n  2018 2018-06-14 00:11:00
939        1   14    2971.0     0      23      6                  [1518-06-14 00:23] wakes up\n  2018 2018-06-14 00:23:00
375        0   14    2971.0     0      38      6              [1518-06-14 00:38] falls asleep\n  2018 2018-06-14 00:38:00
475        1   14    2971.0     0      50      6                  [1518-06-14 00:50] wakes up\n  2018 2018-06-14 00:50:00
397        1   25    2971.0    23      56      6  [1518-06-25 23:56] Guard #2971 begins shift\n  2018 2018-06-25 23:56:00
541        0   26    2971.0     0       9      6              [1518-06-26 00:09] falls asleep\n  2018 2018-06-26 00:09:00
1068       1   26    2971.0     0      31      6                  [1518-06-26 00:31] wakes up\n  2018 2018-06-26 00:31:00
275        0   26    2971.0     0      48      6              [1518-06-26 00:48] falls asleep\n  2018 2018-06-26 00:48:00
181        1   26    2971.0     0      54      6                  [1518-06-26 00:54] wakes up\n  2018 2018-06-26 00:54:00
841        1   28    2971.0     0       1      7  [1518-07-28 00:01] Guard #2971 begins shift\n  2018 2018-07-28 00:01:00
97         0   28    2971.0     0      16      7              [1518-07-28 00:16] falls asleep\n  2018 2018-07-28 00:16:00
612        1   28    2971.0     0      26      7                  [1518-07-28 00:26] wakes up\n  2018 2018-07-28 00:26:00
944        0   28    2971.0     0      36      7              [1518-07-28 00:36] falls asleep\n  2018 2018-07-28 00:36:00
590        1   28    2971.0     0      41      7                  [1518-07-28 00:41] wakes up\n  2018 2018-07-28 00:41:00
1063       1   16    2971.0    23      59      8  [1518-08-16 23:59] Guard #2971 begins shift\n  2018 2018-08-16 23:59:00
777        0   17    2971.0     0      19      8              [1518-08-17 00:19] falls asleep\n  2018 2018-08-17 00:19:00
1096       1   17    2971.0     0      30      8                  [1518-08-17 00:30] wakes up\n  2018 2018-08-17 00:30:00
476        1   16    2971.0     0       1      9  [1518-09-16 00:01] Guard #2971 begins shift\n  2018 2018-09-16 00:01:00
706        0   16    2971.0     0       9      9              [1518-09-16 00:09] falls asleep\n  2018 2018-09-16 00:09:00
958        1   16    2971.0     0      31      9                  [1518-09-16 00:31] wakes up\n  2018 2018-09-16 00:31:00
678        0   16    2971.0     0      48      9              [1518-09-16 00:48] falls asleep\n  2018 2018-09-16 00:48:00
761        1   16    2971.0     0      54      9                  [1518-09-16 00:54] wakes up\n  2018 2018-09-16 00:54:00
651        1   11    2971.0    23      59     10  [1518-10-11 23:59] Guard #2971 begins shift\n  2018 2018-10-11 23:59:00
379        0   12    2971.0     0       8     10              [1518-10-12 00:08] falls asleep\n  2018 2018-10-12 00:08:00
997        1   12    2971.0     0      34     10                  [1518-10-12 00:34] wakes up\n  2018 2018-10-12 00:34:00
691        1   14    2971.0     0       2     10  [1518-10-14 00:02] Guard #2971 begins shift\n  2018 2018-10-14 00:02:00
377        0   14    2971.0     0      14     10              [1518-10-14 00:14] falls asleep\n  2018 2018-10-14 00:14:00
287        1   14    2971.0     0      53     10                  [1518-10-14 00:53] wakes up\n  2018 2018-10-14 00:53:00
374        1   14    2971.0     0       2     11  [1518-11-14 00:02] Guard #2971 begins shift\n  2018 2018-11-14 00:02:00
216        0   14    2971.0     0      16     11              [1518-11-14 00:16] falls asleep\n  2018 2018-11-14 00:16:00
363        1   14    2971.0     0      43     11                  [1518-11-14 00:43] wakes up\n  2018 2018-11-14 00:43:00
639        1   22    2971.0    23      59     11  [1518-11-22 23:59] Guard #2971 begins shift\n  2018 2018-11-22 23:59:00
980        0   23    2971.0     0      16     11              [1518-11-23 00:16] falls asleep\n  2018 2018-11-23 00:16:00
684        1   23    2971.0     0      52     11                  [1518-11-23 00:52] wakes up\n  2018 2018-11-23 00:52:00
1069       1    1    3109.0     0       0      5  [1518-05-01 00:00] Guard #3109 begins shift\n  2018 2018-05-01 00:00:00
1079       1   15    3109.0     0       2      7  [1518-07-15 00:02] Guard #3109 begins shift\n  2018 2018-07-15 00:02:00
613        1    4    3109.0    23      56      8  [1518-08-04 23:56] Guard #3109 begins shift\n  2018 2018-08-04 23:56:00
975        1   22    3109.0     0       2      9  [1518-09-22 00:02] Guard #3109 begins shift\n  2018 2018-09-22 00:02:00
826        1    8    3109.0     0       3     11  [1518-11-08 00:03] Guard #3109 begins shift\n  2018 2018-11-08 00:03:00
487        1    4    3181.0     0       1      3  [1518-03-04 00:01] Guard #3181 begins shift\n  2018 2018-03-04 00:01:00
152        0    4    3181.0     0      22      3              [1518-03-04 00:22] falls asleep\n  2018 2018-03-04 00:22:00
956        1    4    3181.0     0      38      3                  [1518-03-04 00:38] wakes up\n  2018 2018-03-04 00:38:00
1088       0    4    3181.0     0      43      3              [1518-03-04 00:43] falls asleep\n  2018 2018-03-04 00:43:00
831        1    4    3181.0     0      57      3                  [1518-03-04 00:57] wakes up\n  2018 2018-03-04 00:57:00
389        1    7    3181.0    23      50      4  [1518-04-07 23:50] Guard #3181 begins shift\n  2018 2018-04-07 23:50:00
378        0    8    3181.0     0       5      4              [1518-04-08 00:05] falls asleep\n  2018 2018-04-08 00:05:00
382        1    8    3181.0     0       6      4                  [1518-04-08 00:06] wakes up\n  2018 2018-04-08 00:06:00
606        0    8    3181.0     0      32      4              [1518-04-08 00:32] falls asleep\n  2018 2018-04-08 00:32:00
63         1    8    3181.0     0      54      4                  [1518-04-08 00:54] wakes up\n  2018 2018-04-08 00:54:00
886        1   18    3181.0     0       4      5  [1518-05-18 00:04] Guard #3181 begins shift\n  2018 2018-05-18 00:04:00
365        0   18    3181.0     0      26      5              [1518-05-18 00:26] falls asleep\n  2018 2018-05-18 00:26:00
972        1   18    3181.0     0      36      5                  [1518-05-18 00:36] wakes up\n  2018 2018-05-18 00:36:00
437        0   18    3181.0     0      40      5              [1518-05-18 00:40] falls asleep\n  2018 2018-05-18 00:40:00
585        1   18    3181.0     0      57      5                  [1518-05-18 00:57] wakes up\n  2018 2018-05-18 00:57:00
186        1    8    3181.0     0       4      7  [1518-07-08 00:04] Guard #3181 begins shift\n  2018 2018-07-08 00:04:00
13         0    8    3181.0     0      29      7              [1518-07-08 00:29] falls asleep\n  2018 2018-07-08 00:29:00
569        1    8    3181.0     0      31      7                  [1518-07-08 00:31] wakes up\n  2018 2018-07-08 00:31:00
51         0    8    3181.0     0      38      7              [1518-07-08 00:38] falls asleep\n  2018 2018-07-08 00:38:00
745        1    8    3181.0     0      40      7                  [1518-07-08 00:40] wakes up\n  2018 2018-07-08 00:40:00
989        0    8    3181.0     0      43      7              [1518-07-08 00:43] falls asleep\n  2018 2018-07-08 00:43:00
636        1    8    3181.0     0      46      7                  [1518-07-08 00:46] wakes up\n  2018 2018-07-08 00:46:00
123        1    9    3181.0     0       0      7  [1518-07-09 00:00] Guard #3181 begins shift\n  2018 2018-07-09 00:00:00
933        0    9    3181.0     0      24      7              [1518-07-09 00:24] falls asleep\n  2018 2018-07-09 00:24:00
283        1    9    3181.0     0      39      7                  [1518-07-09 00:39] wakes up\n  2018 2018-07-09 00:39:00
1011       1   25    3181.0    23      59      7  [1518-07-25 23:59] Guard #3181 begins shift\n  2018 2018-07-25 23:59:00
161        0   26    3181.0     0      26      7              [1518-07-26 00:26] falls asleep\n  2018 2018-07-26 00:26:00
951        1   26    3181.0     0      48      7                  [1518-07-26 00:48] wakes up\n  2018 2018-07-26 00:48:00
381        1   16    3181.0     0       4      8  [1518-08-16 00:04] Guard #3181 begins shift\n  2018 2018-08-16 00:04:00
752        0   16    3181.0     0      16      8              [1518-08-16 00:16] falls asleep\n  2018 2018-08-16 00:16:00
208        1   16    3181.0     0      50      8                  [1518-08-16 00:50] wakes up\n  2018 2018-08-16 00:50:00
183        1   25    3181.0    23      58      8  [1518-08-25 23:58] Guard #3181 begins shift\n  2018 2018-08-25 23:58:00
619        0   26    3181.0     0      33      8              [1518-08-26 00:33] falls asleep\n  2018 2018-08-26 00:33:00
86         1   26    3181.0     0      43      8                  [1518-08-26 00:43] wakes up\n  2018 2018-08-26 00:43:00
720        0   26    3181.0     0      49      8              [1518-08-26 00:49] falls asleep\n  2018 2018-08-26 00:49:00
558        1   26    3181.0     0      50      8                  [1518-08-26 00:50] wakes up\n  2018 2018-08-26 00:50:00
466        0   26    3181.0     0      53      8              [1518-08-26 00:53] falls asleep\n  2018 2018-08-26 00:53:00
48         1   26    3181.0     0      58      8                  [1518-08-26 00:58] wakes up\n  2018 2018-08-26 00:58:00
817        1   18    3181.0    23      51      9  [1518-09-18 23:51] Guard #3181 begins shift\n  2018 2018-09-18 23:51:00
44         0   19    3181.0     0       3      9              [1518-09-19 00:03] falls asleep\n  2018 2018-09-19 00:03:00
645        1   19    3181.0     0      42      9                  [1518-09-19 00:42] wakes up\n  2018 2018-09-19 00:42:00
290        1   24    3181.0     0       2      9  [1518-09-24 00:02] Guard #3181 begins shift\n  2018 2018-09-24 00:02:00
804        0   24    3181.0     0      21      9              [1518-09-24 00:21] falls asleep\n  2018 2018-09-24 00:21:00
56         1   24    3181.0     0      52      9                  [1518-09-24 00:52] wakes up\n  2018 2018-09-24 00:52:00
9          1   27    3181.0     0       2     10  [1518-10-27 00:02] Guard #3181 begins shift\n  2018 2018-10-27 00:02:00
119        0   27    3181.0     0      10     10              [1518-10-27 00:10] falls asleep\n  2018 2018-10-27 00:10:00
354        1   27    3181.0     0      25     10                  [1518-10-27 00:25] wakes up\n  2018 2018-10-27 00:25:00
723        1   18    3181.0    23      56     11  [1518-11-18 23:56] Guard #3181 begins shift\n  2018 2018-11-18 23:56:00
853        0   19    3181.0     0      36     11              [1518-11-19 00:36] falls asleep\n  2018 2018-11-19 00:36:00
688        1   19    3181.0     0      56     11                  [1518-11-19 00:56] wakes up\n  2018 2018-11-19 00:56:00
464        1   20    3181.0    23      50     11  [1518-11-20 23:50] Guard #3181 begins shift\n  2018 2018-11-20 23:50:00
629        0   21    3181.0     0       2     11              [1518-11-21 00:02] falls asleep\n  2018 2018-11-21 00:02:00
305        1   21    3181.0     0      58     11                  [1518-11-21 00:58] wakes up\n  2018 2018-11-21 00:58:00
188        1   21    3181.0    23      48     11  [1518-11-21 23:48] Guard #3181 begins shift\n  2018 2018-11-21 23:48:00
398        0   22    3181.0     0       0     11              [1518-11-22 00:00] falls asleep\n  2018 2018-11-22 00:00:00
444        1   22    3181.0     0      45     11                  [1518-11-22 00:45] wakes up\n  2018 2018-11-22 00:45:00
1052       0   22    3181.0     0      52     11              [1518-11-22 00:52] falls asleep\n  2018 2018-11-22 00:52:00
160        1   22    3181.0     0      53     11                  [1518-11-22 00:53] wakes up\n  2018 2018-11-22 00:53:00
591        1   29    3251.0     0       1      3  [1518-03-29 00:01] Guard #3251 begins shift\n  2018 2018-03-29 00:01:00
316        0   29    3251.0     0       6      3              [1518-03-29 00:06] falls asleep\n  2018 2018-03-29 00:06:00
627        1   29    3251.0     0       7      3                  [1518-03-29 00:07] wakes up\n  2018 2018-03-29 00:07:00
1093       0   29    3251.0     0      36      3              [1518-03-29 00:36] falls asleep\n  2018 2018-03-29 00:36:00
546        1   29    3251.0     0      45      3                  [1518-03-29 00:45] wakes up\n  2018 2018-03-29 00:45:00
199        1    5    3251.0    23      56      4  [1518-04-05 23:56] Guard #3251 begins shift\n  2018 2018-04-05 23:56:00
1005       0    6    3251.0     0      21      4              [1518-04-06 00:21] falls asleep\n  2018 2018-04-06 00:21:00
462        1    6    3251.0     0      51      4                  [1518-04-06 00:51] wakes up\n  2018 2018-04-06 00:51:00
895        1   15    3251.0     0       0      4  [1518-04-15 00:00] Guard #3251 begins shift\n  2018 2018-04-15 00:00:00
1094       0   15    3251.0     0      14      4              [1518-04-15 00:14] falls asleep\n  2018 2018-04-15 00:14:00
367        1   15    3251.0     0      18      4                  [1518-04-15 00:18] wakes up\n  2018 2018-04-15 00:18:00
81         0   15    3251.0     0      30      4              [1518-04-15 00:30] falls asleep\n  2018 2018-04-15 00:30:00
1095       1   15    3251.0     0      48      4                  [1518-04-15 00:48] wakes up\n  2018 2018-04-15 00:48:00
254        1    3    3251.0    23      54      5  [1518-05-03 23:54] Guard #3251 begins shift\n  2018 2018-05-03 23:54:00
565        0    4    3251.0     0       0      5              [1518-05-04 00:00] falls asleep\n  2018 2018-05-04 00:00:00
429        1    4    3251.0     0      23      5                  [1518-05-04 00:23] wakes up\n  2018 2018-05-04 00:23:00
948        0    4    3251.0     0      48      5              [1518-05-04 00:48] falls asleep\n  2018 2018-05-04 00:48:00
861        1    4    3251.0     0      56      5                  [1518-05-04 00:56] wakes up\n  2018 2018-05-04 00:56:00
1098       1   20    3251.0     0       3      5  [1518-05-20 00:03] Guard #3251 begins shift\n  2018 2018-05-20 00:03:00
568        0   20    3251.0     0       6      5              [1518-05-20 00:06] falls asleep\n  2018 2018-05-20 00:06:00
482        1   20    3251.0     0      28      5                  [1518-05-20 00:28] wakes up\n  2018 2018-05-20 00:28:00
630        1   11    3251.0    23      54      6  [1518-06-11 23:54] Guard #3251 begins shift\n  2018 2018-06-11 23:54:00
355        0   12    3251.0     0       1      6              [1518-06-12 00:01] falls asleep\n  2018 2018-06-12 00:01:00
348        1   12    3251.0     0      14      6                  [1518-06-12 00:14] wakes up\n  2018 2018-06-12 00:14:00
443        0   12    3251.0     0      24      6              [1518-06-12 00:24] falls asleep\n  2018 2018-06-12 00:24:00
640        1   12    3251.0     0      50      6                  [1518-06-12 00:50] wakes up\n  2018 2018-06-12 00:50:00
333        1    7    3251.0     0       0      7  [1518-07-07 00:00] Guard #3251 begins shift\n  2018 2018-07-07 00:00:00
708        0    7    3251.0     0      11      7              [1518-07-07 00:11] falls asleep\n  2018 2018-07-07 00:11:00
248        1    7    3251.0     0      29      7                  [1518-07-07 00:29] wakes up\n  2018 2018-07-07 00:29:00
686        1   30    3251.0    23      50      8  [1518-08-30 23:50] Guard #3251 begins shift\n  2018 2018-08-30 23:50:00
593        0   31    3251.0     0       2      8              [1518-08-31 00:02] falls asleep\n  2018 2018-08-31 00:02:00
325        1   31    3251.0     0      35      8                  [1518-08-31 00:35] wakes up\n  2018 2018-08-31 00:35:00
20         1   13    3251.0    23      52      9  [1518-09-13 23:52] Guard #3251 begins shift\n  2018 2018-09-13 23:52:00
195        0   14    3251.0     0       5      9              [1518-09-14 00:05] falls asleep\n  2018 2018-09-14 00:05:00
893        1   14    3251.0     0      10      9                  [1518-09-14 00:10] wakes up\n  2018 2018-09-14 00:10:00
508        0   14    3251.0     0      14      9              [1518-09-14 00:14] falls asleep\n  2018 2018-09-14 00:14:00
221        1   14    3251.0     0      37      9                  [1518-09-14 00:37] wakes up\n  2018 2018-09-14 00:37:00
662        0   14    3251.0     0      50      9              [1518-09-14 00:50] falls asleep\n  2018 2018-09-14 00:50:00
874        1   14    3251.0     0      53      9                  [1518-09-14 00:53] wakes up\n  2018 2018-09-14 00:53:00
62         1   14    3251.0    23      56      9  [1518-09-14 23:56] Guard #3251 begins shift\n  2018 2018-09-14 23:56:00
356        0   15    3251.0     0      11      9              [1518-09-15 00:11] falls asleep\n  2018 2018-09-15 00:11:00
5          1   15    3251.0     0      38      9                  [1518-09-15 00:38] wakes up\n  2018 2018-09-15 00:38:00
938        1   16    3331.0    23      56      2  [1518-02-16 23:56] Guard #3331 begins shift\n  2018 2018-02-16 23:56:00
907        0   17    3331.0     0      36      2              [1518-02-17 00:36] falls asleep\n  2018 2018-02-17 00:36:00
822        1   17    3331.0     0      47      2                  [1518-02-17 00:47] wakes up\n  2018 2018-02-17 00:47:00
736        1    8    3331.0    23      58      3  [1518-03-08 23:58] Guard #3331 begins shift\n  2018 2018-03-08 23:58:00
968        0    9    3331.0     0       7      3              [1518-03-09 00:07] falls asleep\n  2018 2018-03-09 00:07:00
361        1    9    3331.0     0      57      3                  [1518-03-09 00:57] wakes up\n  2018 2018-03-09 00:57:00
336        1   14    3331.0     0       0      3  [1518-03-14 00:00] Guard #3331 begins shift\n  2018 2018-03-14 00:00:00
89         0   14    3331.0     0      41      3              [1518-03-14 00:41] falls asleep\n  2018 2018-03-14 00:41:00
1050       1   14    3331.0     0      44      3                  [1518-03-14 00:44] wakes up\n  2018 2018-03-14 00:44:00
197        1   19    3331.0    23      54      3  [1518-03-19 23:54] Guard #3331 begins shift\n  2018 2018-03-19 23:54:00
1003       0   20    3331.0     0       4      3              [1518-03-20 00:04] falls asleep\n  2018 2018-03-20 00:04:00
402        1   20    3331.0     0      42      3                  [1518-03-20 00:42] wakes up\n  2018 2018-03-20 00:42:00
385        1   13    3331.0    23      59      4  [1518-04-13 23:59] Guard #3331 begins shift\n  2018 2018-04-13 23:59:00
527        0   14    3331.0     0      41      4              [1518-04-14 00:41] falls asleep\n  2018 2018-04-14 00:41:00
1030       1   14    3331.0     0      46      4                  [1518-04-14 00:46] wakes up\n  2018 2018-04-14 00:46:00
578        0   14    3331.0     0      52      4              [1518-04-14 00:52] falls asleep\n  2018 2018-04-14 00:52:00
393        1   14    3331.0     0      54      4                  [1518-04-14 00:54] wakes up\n  2018 2018-04-14 00:54:00
130        1   30    3331.0     0       2      5  [1518-05-30 00:02] Guard #3331 begins shift\n  2018 2018-05-30 00:02:00
725        0   30    3331.0     0      15      5              [1518-05-30 00:15] falls asleep\n  2018 2018-05-30 00:15:00
921        1   30    3331.0     0      29      5                  [1518-05-30 00:29] wakes up\n  2018 2018-05-30 00:29:00
1080       0   30    3331.0     0      54      5              [1518-05-30 00:54] falls asleep\n  2018 2018-05-30 00:54:00
259        1   30    3331.0     0      56      5                  [1518-05-30 00:56] wakes up\n  2018 2018-05-30 00:56:00
1115       1    4    3331.0     0       1      6  [1518-06-04 00:01] Guard #3331 begins shift\n  2018 2018-06-04 00:01:00
815        0    4    3331.0     0      15      6              [1518-06-04 00:15] falls asleep\n  2018 2018-06-04 00:15:00
744        1    4    3331.0     0      59      6                  [1518-06-04 00:59] wakes up\n  2018 2018-06-04 00:59:00
1017       1   11    3331.0     0       2      6  [1518-06-11 00:02] Guard #3331 begins shift\n  2018 2018-06-11 00:02:00
734        0   11    3331.0     0      14      6              [1518-06-11 00:14] falls asleep\n  2018 2018-06-11 00:14:00
615        1   11    3331.0     0      58      6                  [1518-06-11 00:58] wakes up\n  2018 2018-06-11 00:58:00
113        1   22    3331.0    23      57      6  [1518-06-22 23:57] Guard #3331 begins shift\n  2018 2018-06-22 23:57:00
950        0   23    3331.0     0      40      6              [1518-06-23 00:40] falls asleep\n  2018 2018-06-23 00:40:00
45         1   23    3331.0     0      45      6                  [1518-06-23 00:45] wakes up\n  2018 2018-06-23 00:45:00
151        0   23    3331.0     0      54      6              [1518-06-23 00:54] falls asleep\n  2018 2018-06-23 00:54:00
90         1   23    3331.0     0      59      6                  [1518-06-23 00:59] wakes up\n  2018 2018-06-23 00:59:00
388        1   26    3331.0    23      56      6  [1518-06-26 23:56] Guard #3331 begins shift\n  2018 2018-06-26 23:56:00
868        0   27    3331.0     0      15      6              [1518-06-27 00:15] falls asleep\n  2018 2018-06-27 00:15:00
415        1   27    3331.0     0      21      6                  [1518-06-27 00:21] wakes up\n  2018 2018-06-27 00:21:00
410        0   27    3331.0     0      31      6              [1518-06-27 00:31] falls asleep\n  2018 2018-06-27 00:31:00
